Index,Age,Overall,Weak Foot,Position,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
5154,30,70,3.0,ST,44.0,71.0,76.0,67.0,73.0,65.0,40.0,40.0,46.0,67.0,60.0,61.0,58.0,66.0,56.0,73.0,69.0,67.0,75.0,59.0,72.0,24.0,71.0,53.0,70.0,70.0,35.0,29.0,26.0,10.0,10.0,13.0,11.0,13.0
5161,31,70,3.0,ST,51.0,67.0,69.0,62.0,69.0,66.0,40.0,55.0,57.0,67.0,68.0,76.0,80.0,68.0,74.0,70.0,80.0,70.0,73.0,64.0,55.0,18.0,74.0,44.0,62.0,60.0,18.0,20.0,21.0,14.0,14.0,7.0,15.0,12.0
5170,19,70,4.0,ST,64.0,69.0,61.0,57.0,61.0,71.0,62.0,56.0,55.0,73.0,78.0,75.0,69.0,67.0,69.0,74.0,73.0,68.0,64.0,68.0,59.0,14.0,68.0,68.0,60.0,64.0,30.0,14.0,24.0,8.0,7.0,13.0,13.0,11.0
5171,24,70,3.0,ST,43.0,68.0,67.0,56.0,57.0,65.0,50.0,50.0,43.0,67.0,91.0,87.0,66.0,65.0,60.0,75.0,90.0,65.0,85.0,52.0,75.0,15.0,65.0,46.0,55.0,64.0,40.0,18.0,16.0,9.0,11.0,8.0,11.0,8.0
5172,38,70,4.0,ST,59.0,76.0,52.0,68.0,59.0,66.0,65.0,68.0,49.0,69.0,62.0,54.0,72.0,83.0,80.0,61.0,71.0,55.0,59.0,69.0,60.0,49.0,84.0,65.0,75.0,83.0,48.0,42.0,37.0,10.0,6.0,15.0,12.0,6.0
5174,22,70,2.0,RS,64.0,67.0,58.0,62.0,66.0,71.0,62.0,34.0,55.0,71.0,92.0,89.0,78.0,65.0,76.0,73.0,78.0,76.0,69.0,64.0,59.0,32.0,69.0,60.0,61.0,70.0,38.0,21.0,20.0,12.0,15.0,12.0,15.0,14.0
5176,24,70,3.0,ST,59.0,69.0,70.0,60.0,60.0,72.0,49.0,40.0,48.0,68.0,78.0,76.0,72.0,64.0,63.0,72.0,80.0,61.0,71.0,63.0,66.0,39.0,71.0,56.0,64.0,64.0,29.0,39.0,34.0,12.0,10.0,7.0,9.0,14.0
5185,30,70,3.0,ST,58.0,66.0,72.0,52.0,60.0,72.0,68.0,56.0,50.0,71.0,61.0,66.0,65.0,72.0,61.0,68.0,72.0,54.0,71.0,67.0,41.0,31.0,77.0,54.0,57.0,61.0,17.0,31.0,31.0,9.0,7.0,9.0,13.0,10.0
5189,30,70,3.0,ST,59.0,69.0,74.0,67.0,69.0,68.0,58.0,42.0,62.0,68.0,68.0,66.0,69.0,68.0,70.0,72.0,68.0,66.0,77.0,66.0,75.0,28.0,66.0,60.0,73.0,71.0,25.0,31.0,30.0,12.0,9.0,9.0,9.0,7.0
5191,24,70,3.0,LF,58.0,64.0,45.0,74.0,46.0,74.0,60.0,51.0,67.0,70.0,74.0,74.0,72.0,64.0,75.0,62.0,52.0,63.0,64.0,58.0,41.0,29.0,67.0,68.0,62.0,65.0,40.0,40.0,46.0,7.0,14.0,8.0,14.0,15.0
5196,22,70,2.0,ST,49.0,74.0,64.0,62.0,59.0,69.0,43.0,39.0,51.0,66.0,75.0,75.0,72.0,67.0,73.0,68.0,69.0,69.0,61.0,54.0,73.0,27.0,73.0,55.0,69.0,59.0,29.0,31.0,27.0,8.0,13.0,15.0,9.0,11.0
5197,28,70,3.0,ST,60.0,67.0,65.0,69.0,65.0,70.0,55.0,58.0,64.0,70.0,74.0,75.0,76.0,68.0,73.0,66.0,55.0,78.0,67.0,56.0,76.0,58.0,77.0,68.0,59.0,62.0,45.0,51.0,46.0,13.0,7.0,11.0,7.0,13.0
5200,32,70,3.0,ST,58.0,70.0,79.0,57.0,64.0,62.0,62.0,59.0,57.0,61.0,53.0,50.0,50.0,66.0,37.0,76.0,78.0,35.0,86.0,74.0,66.0,23.0,77.0,64.0,69.0,70.0,42.0,50.0,31.0,9.0,11.0,8.0,12.0,10.0
5214,33,70,3.0,LS,62.0,68.0,62.0,72.0,71.0,71.0,66.0,49.0,66.0,69.0,72.0,80.0,90.0,75.0,77.0,71.0,62.0,69.0,48.0,67.0,67.0,36.0,74.0,72.0,67.0,72.0,32.0,52.0,32.0,6.0,13.0,13.0,16.0,16.0
5218,27,70,3.0,ST,43.0,72.0,70.0,61.0,55.0,68.0,58.0,60.0,28.0,65.0,69.0,70.0,70.0,62.0,69.0,75.0,74.0,60.0,83.0,66.0,73.0,34.0,66.0,60.0,73.0,70.0,33.0,24.0,19.0,11.0,12.0,9.0,14.0,13.0
5225,26,70,3.0,ST,57.0,70.0,67.0,60.0,55.0,69.0,63.0,74.0,43.0,69.0,66.0,74.0,69.0,63.0,46.0,74.0,71.0,64.0,75.0,70.0,49.0,36.0,69.0,66.0,55.0,65.0,41.0,19.0,11.0,15.0,15.0,11.0,6.0,7.0
5237,21,70,3.0,ST,34.0,68.0,72.0,66.0,68.0,70.0,62.0,50.0,55.0,70.0,64.0,66.0,61.0,65.0,65.0,69.0,66.0,70.0,76.0,63.0,53.0,16.0,70.0,64.0,57.0,68.0,16.0,14.0,14.0,6.0,10.0,13.0,14.0,9.0
5247,26,70,4.0,ST,72.0,68.0,66.0,65.0,58.0,74.0,64.0,60.0,73.0,72.0,63.0,71.0,67.0,68.0,70.0,69.0,76.0,78.0,76.0,70.0,70.0,59.0,67.0,66.0,59.0,67.0,62.0,64.0,59.0,13.0,7.0,9.0,9.0,10.0
5251,32,70,3.0,ST,30.0,74.0,78.0,38.0,55.0,52.0,36.0,35.0,23.0,62.0,64.0,72.0,49.0,53.0,42.0,76.0,71.0,52.0,92.0,68.0,62.0,25.0,77.0,44.0,55.0,72.0,38.0,19.0,17.0,15.0,9.0,16.0,14.0,7.0
5258,27,70,3.0,ST,63.0,73.0,51.0,64.0,63.0,68.0,66.0,59.0,53.0,67.0,90.0,81.0,77.0,68.0,74.0,74.0,73.0,77.0,63.0,64.0,68.0,20.0,68.0,58.0,56.0,65.0,28.0,25.0,22.0,11.0,11.0,11.0,7.0,11.0
5263,25,70,3.0,ST,65.0,68.0,71.0,63.0,71.0,67.0,70.0,69.0,66.0,65.0,70.0,67.0,83.0,70.0,73.0,73.0,70.0,74.0,70.0,69.0,70.0,36.0,74.0,68.0,77.0,69.0,19.0,38.0,26.0,11.0,14.0,6.0,14.0,6.0
5266,31,70,4.0,RS,49.0,70.0,70.0,65.0,71.0,63.0,70.0,64.0,53.0,69.0,62.0,66.0,58.0,68.0,54.0,75.0,72.0,64.0,84.0,66.0,78.0,33.0,68.0,44.0,73.0,72.0,12.0,13.0,14.0,8.0,6.0,15.0,11.0,6.0
5267,27,70,3.0,ST,63.0,69.0,66.0,64.0,75.0,71.0,64.0,49.0,55.0,70.0,86.0,85.0,91.0,60.0,75.0,73.0,86.0,61.0,60.0,66.0,29.0,35.0,68.0,59.0,55.0,60.0,40.0,12.0,14.0,12.0,9.0,6.0,12.0,11.0
5273,22,70,3.0,LS,48.0,72.0,68.0,66.0,71.0,65.0,50.0,51.0,45.0,72.0,65.0,73.0,56.0,64.0,59.0,69.0,71.0,71.0,66.0,65.0,35.0,19.0,70.0,56.0,55.0,59.0,18.0,14.0,15.0,6.0,8.0,8.0,10.0,12.0
5278,24,70,3.0,ST,66.0,65.0,64.0,67.0,71.0,70.0,64.0,47.0,47.0,65.0,92.0,90.0,87.0,73.0,90.0,70.0,92.0,65.0,62.0,67.0,48.0,23.0,68.0,64.0,63.0,67.0,23.0,34.0,25.0,12.0,14.0,15.0,12.0,11.0
5281,29,70,3.0,ST,50.0,72.0,79.0,73.0,66.0,71.0,62.0,41.0,54.0,72.0,39.0,63.0,60.0,64.0,34.0,72.0,78.0,44.0,75.0,57.0,73.0,19.0,65.0,68.0,73.0,66.0,40.0,24.0,18.0,10.0,8.0,13.0,8.0,10.0
5285,23,70,4.0,ST,40.0,67.0,63.0,63.0,54.0,78.0,49.0,33.0,60.0,71.0,91.0,89.0,83.0,62.0,82.0,71.0,67.0,64.0,70.0,55.0,32.0,18.0,63.0,68.0,61.0,62.0,22.0,21.0,16.0,15.0,10.0,14.0,13.0,5.0
5290,31,70,3.0,LS,45.0,69.0,71.0,55.0,69.0,59.0,55.0,55.0,35.0,70.0,66.0,73.0,71.0,69.0,60.0,75.0,92.0,82.0,92.0,50.0,43.0,15.0,71.0,49.0,73.0,71.0,21.0,14.0,11.0,5.0,14.0,11.0,5.0,10.0
5298,29,70,4.0,ST,61.0,68.0,66.0,60.0,70.0,71.0,68.0,70.0,55.0,70.0,69.0,76.0,70.0,68.0,67.0,74.0,80.0,67.0,75.0,67.0,73.0,21.0,70.0,68.0,68.0,67.0,21.0,29.0,31.0,15.0,14.0,8.0,8.0,15.0
5308,33,70,3.0,RS,55.0,74.0,62.0,64.0,68.0,70.0,62.0,48.0,43.0,65.0,69.0,71.0,66.0,72.0,72.0,73.0,58.0,70.0,59.0,65.0,53.0,43.0,73.0,63.0,65.0,68.0,40.0,44.0,45.0,6.0,12.0,14.0,12.0,11.0
5309,28,70,4.0,RS,65.0,65.0,71.0,62.0,47.0,67.0,37.0,43.0,57.0,69.0,80.0,77.0,64.0,68.0,51.0,71.0,74.0,71.0,91.0,53.0,64.0,39.0,67.0,60.0,56.0,73.0,14.0,22.0,14.0,16.0,14.0,11.0,16.0,16.0
5315,28,70,3.0,ST,42.0,72.0,70.0,64.0,68.0,68.0,43.0,50.0,50.0,72.0,55.0,68.0,58.0,65.0,34.0,72.0,56.0,52.0,84.0,54.0,70.0,25.0,70.0,60.0,56.0,68.0,35.0,34.0,20.0,11.0,8.0,9.0,15.0,12.0
5317,31,70,2.0,ST,55.0,71.0,77.0,62.0,70.0,62.0,36.0,31.0,60.0,73.0,54.0,55.0,68.0,70.0,65.0,76.0,81.0,52.0,77.0,63.0,56.0,36.0,68.0,65.0,73.0,73.0,34.0,22.0,14.0,13.0,10.0,13.0,16.0,9.0
5321,29,70,3.0,RS,57.0,64.0,59.0,64.0,65.0,72.0,64.0,49.0,48.0,71.0,75.0,80.0,73.0,73.0,62.0,71.0,72.0,73.0,69.0,67.0,50.0,35.0,70.0,66.0,67.0,58.0,27.0,25.0,27.0,6.0,6.0,6.0,11.0,6.0
5329,29,70,3.0,ST,39.0,71.0,70.0,64.0,74.0,63.0,48.0,56.0,43.0,68.0,70.0,71.0,71.0,64.0,56.0,70.0,87.0,62.0,80.0,64.0,54.0,35.0,69.0,66.0,68.0,59.0,40.0,27.0,18.0,10.0,7.0,16.0,13.0,11.0
5335,25,70,3.0,LS,58.0,69.0,62.0,69.0,63.0,75.0,57.0,39.0,51.0,71.0,79.0,77.0,76.0,66.0,72.0,65.0,70.0,77.0,68.0,64.0,66.0,22.0,69.0,63.0,60.0,62.0,53.0,25.0,26.0,14.0,15.0,10.0,15.0,10.0
5341,29,70,3.0,ST,50.0,74.0,65.0,54.0,62.0,59.0,47.0,44.0,37.0,64.0,68.0,73.0,65.0,71.0,58.0,73.0,67.0,71.0,89.0,59.0,70.0,42.0,73.0,51.0,67.0,69.0,24.0,22.0,16.0,12.0,8.0,9.0,8.0,12.0
5345,26,70,3.0,ST,32.0,71.0,76.0,59.0,65.0,67.0,63.0,31.0,45.0,68.0,67.0,72.0,63.0,59.0,41.0,74.0,62.0,73.0,73.0,62.0,54.0,22.0,69.0,43.0,63.0,61.0,32.0,26.0,17.0,15.0,16.0,13.0,14.0,13.0
5363,26,70,4.0,RS,41.0,75.0,73.0,58.0,66.0,65.0,44.0,31.0,30.0,69.0,52.0,68.0,59.0,66.0,43.0,70.0,36.0,71.0,76.0,64.0,55.0,24.0,72.0,39.0,65.0,68.0,29.0,35.0,27.0,11.0,14.0,8.0,16.0,15.0
5370,22,70,2.0,ST,48.0,69.0,67.0,57.0,53.0,73.0,47.0,41.0,44.0,70.0,75.0,76.0,71.0,62.0,68.0,76.0,69.0,62.0,69.0,70.0,37.0,22.0,65.0,55.0,75.0,60.0,19.0,20.0,17.0,12.0,14.0,13.0,6.0,16.0
5377,26,70,4.0,LS,64.0,69.0,65.0,72.0,67.0,74.0,66.0,50.0,63.0,70.0,70.0,73.0,76.0,68.0,78.0,67.0,62.0,65.0,52.0,66.0,41.0,38.0,72.0,68.0,65.0,67.0,50.0,45.0,36.0,6.0,13.0,9.0,15.0,6.0
5379,30,70,3.0,ST,48.0,70.0,79.0,59.0,68.0,59.0,38.0,35.0,41.0,71.0,40.0,54.0,51.0,61.0,37.0,80.0,80.0,53.0,90.0,68.0,48.0,32.0,73.0,44.0,63.0,76.0,36.0,37.0,31.0,7.0,7.0,12.0,15.0,11.0
5386,26,70,3.0,ST,57.0,74.0,57.0,62.0,68.0,69.0,43.0,31.0,52.0,67.0,78.0,75.0,78.0,69.0,73.0,71.0,68.0,70.0,60.0,56.0,38.0,32.0,75.0,67.0,66.0,65.0,56.0,16.0,10.0,7.0,7.0,12.0,13.0,15.0
5412,28,70,3.0,ST,61.0,68.0,65.0,63.0,67.0,70.0,67.0,65.0,43.0,72.0,82.0,75.0,78.0,66.0,79.0,69.0,71.0,71.0,57.0,67.0,67.0,53.0,72.0,68.0,70.0,68.0,35.0,48.0,35.0,10.0,6.0,13.0,11.0,7.0
5417,28,70,3.0,ST,46.0,71.0,75.0,61.0,66.0,61.0,51.0,52.0,58.0,63.0,51.0,64.0,56.0,72.0,54.0,72.0,68.0,51.0,76.0,64.0,63.0,40.0,74.0,63.0,69.0,72.0,25.0,42.0,30.0,6.0,16.0,10.0,14.0,12.0
5418,26,70,3.0,ST,53.0,69.0,51.0,62.0,56.0,72.0,50.0,56.0,42.0,71.0,83.0,84.0,82.0,65.0,76.0,77.0,75.0,64.0,71.0,60.0,68.0,26.0,71.0,57.0,57.0,60.0,31.0,30.0,12.0,10.0,11.0,13.0,10.0,11.0
5424,23,70,3.0,ST,48.0,69.0,49.0,73.0,71.0,74.0,49.0,60.0,58.0,72.0,77.0,78.0,85.0,72.0,77.0,66.0,61.0,76.0,63.0,68.0,33.0,44.0,73.0,70.0,66.0,68.0,55.0,42.0,34.0,15.0,16.0,15.0,8.0,15.0
5428,24,70,3.0,ST,56.0,70.0,73.0,65.0,64.0,64.0,46.0,48.0,37.0,66.0,62.0,66.0,50.0,69.0,32.0,70.0,65.0,67.0,91.0,65.0,58.0,28.0,70.0,57.0,67.0,67.0,34.0,29.0,16.0,12.0,13.0,8.0,11.0,9.0
5433,21,70,3.0,RS,49.0,71.0,66.0,66.0,68.0,70.0,48.0,54.0,40.0,69.0,79.0,79.0,78.0,66.0,71.0,65.0,69.0,65.0,67.0,64.0,56.0,13.0,70.0,65.0,72.0,68.0,35.0,11.0,12.0,9.0,10.0,8.0,12.0,9.0
5455,29,70,4.0,LS,51.0,69.0,80.0,56.0,63.0,63.0,53.0,52.0,49.0,70.0,56.0,66.0,55.0,68.0,66.0,74.0,82.0,69.0,84.0,59.0,61.0,33.0,71.0,66.0,76.0,64.0,58.0,32.0,26.0,12.0,9.0,6.0,10.0,16.0
5465,21,70,2.0,RF,64.0,71.0,74.0,61.0,65.0,65.0,59.0,41.0,52.0,69.0,69.0,75.0,63.0,65.0,61.0,72.0,75.0,67.0,73.0,66.0,49.0,39.0,69.0,59.0,74.0,64.0,42.0,41.0,35.0,12.0,11.0,15.0,10.0,6.0
5470,27,70,3.0,ST,33.0,75.0,69.0,55.0,65.0,62.0,66.0,41.0,32.0,65.0,75.0,67.0,74.0,69.0,72.0,74.0,62.0,57.0,63.0,68.0,41.0,18.0,68.0,59.0,67.0,64.0,20.0,19.0,18.0,6.0,13.0,6.0,9.0,14.0
5478,23,70,4.0,ST,59.0,71.0,75.0,60.0,61.0,64.0,51.0,40.0,47.0,63.0,75.0,70.0,69.0,69.0,72.0,71.0,90.0,54.0,77.0,56.0,36.0,21.0,72.0,57.0,70.0,58.0,23.0,21.0,18.0,14.0,16.0,10.0,9.0,9.0
5480,22,70,3.0,ST,59.0,71.0,68.0,59.0,70.0,64.0,51.0,45.0,52.0,68.0,68.0,73.0,68.0,67.0,73.0,67.0,67.0,67.0,75.0,63.0,40.0,24.0,75.0,52.0,63.0,66.0,32.0,30.0,24.0,12.0,13.0,10.0,14.0,7.0
5482,35,70,3.0,ST,53.0,73.0,69.0,59.0,74.0,64.0,65.0,61.0,46.0,69.0,50.0,45.0,58.0,73.0,56.0,76.0,69.0,79.0,65.0,65.0,67.0,46.0,80.0,61.0,72.0,70.0,49.0,48.0,44.0,8.0,16.0,10.0,13.0,8.0
5491,27,70,3.0,ST,29.0,70.0,74.0,61.0,56.0,57.0,29.0,34.0,37.0,61.0,74.0,67.0,32.0,66.0,31.0,76.0,71.0,64.0,92.0,59.0,69.0,29.0,70.0,44.0,63.0,69.0,30.0,18.0,21.0,16.0,15.0,8.0,8.0,11.0
5495,29,70,3.0,ST,67.0,66.0,60.0,59.0,69.0,72.0,68.0,48.0,54.0,68.0,84.0,88.0,82.0,75.0,71.0,71.0,81.0,73.0,59.0,60.0,56.0,23.0,71.0,68.0,60.0,68.0,25.0,28.0,19.0,14.0,14.0,9.0,9.0,11.0
5497,32,70,4.0,ST,59.0,67.0,66.0,62.0,66.0,66.0,65.0,53.0,60.0,65.0,69.0,70.0,73.0,76.0,65.0,66.0,72.0,75.0,73.0,66.0,79.0,58.0,79.0,65.0,67.0,66.0,49.0,49.0,44.0,11.0,16.0,9.0,13.0,6.0
5513,25,70,4.0,ST,63.0,65.0,68.0,67.0,61.0,71.0,60.0,61.0,43.0,70.0,85.0,82.0,70.0,67.0,70.0,61.0,82.0,63.0,71.0,58.0,50.0,20.0,72.0,55.0,54.0,62.0,30.0,22.0,26.0,12.0,9.0,12.0,11.0,13.0
5517,24,70,2.0,RS,50.0,69.0,63.0,64.0,60.0,70.0,63.0,49.0,48.0,69.0,89.0,92.0,90.0,65.0,63.0,70.0,85.0,76.0,72.0,66.0,57.0,29.0,66.0,60.0,72.0,65.0,24.0,31.0,22.0,13.0,11.0,6.0,14.0,8.0
5523,26,70,3.0,ST,46.0,73.0,68.0,48.0,62.0,67.0,52.0,38.0,37.0,69.0,81.0,81.0,75.0,52.0,68.0,70.0,51.0,64.0,75.0,68.0,38.0,14.0,74.0,40.0,54.0,58.0,37.0,24.0,28.0,6.0,14.0,7.0,15.0,15.0
5525,27,70,4.0,ST,42.0,71.0,74.0,57.0,63.0,64.0,60.0,35.0,30.0,67.0,77.0,77.0,79.0,67.0,83.0,70.0,91.0,79.0,64.0,66.0,53.0,20.0,73.0,53.0,64.0,70.0,15.0,21.0,14.0,13.0,10.0,10.0,7.0,12.0
5533,31,70,3.0,LS,61.0,74.0,72.0,69.0,59.0,66.0,68.0,39.0,64.0,71.0,53.0,52.0,73.0,54.0,57.0,72.0,79.0,72.0,75.0,61.0,29.0,18.0,76.0,67.0,62.0,74.0,20.0,35.0,22.0,9.0,10.0,14.0,6.0,10.0
5537,29,70,4.0,RS,59.0,68.0,67.0,66.0,70.0,69.0,68.0,48.0,51.0,69.0,76.0,76.0,81.0,67.0,75.0,73.0,55.0,70.0,62.0,68.0,65.0,34.0,70.0,62.0,65.0,67.0,15.0,23.0,21.0,13.0,13.0,16.0,12.0,9.0
5546,23,70,3.0,ST,36.0,72.0,70.0,56.0,61.0,66.0,44.0,36.0,24.0,61.0,70.0,74.0,65.0,66.0,50.0,76.0,66.0,67.0,83.0,62.0,77.0,17.0,68.0,46.0,60.0,67.0,27.0,24.0,19.0,9.0,8.0,14.0,7.0,13.0
5548,26,70,2.0,ST,42.0,78.0,77.0,62.0,58.0,66.0,42.0,34.0,31.0,69.0,34.0,47.0,34.0,68.0,33.0,71.0,34.0,68.0,90.0,62.0,59.0,24.0,72.0,53.0,72.0,61.0,27.0,27.0,27.0,11.0,9.0,11.0,15.0,11.0
5557,22,70,4.0,ST,51.0,72.0,70.0,59.0,64.0,69.0,61.0,51.0,51.0,66.0,67.0,74.0,44.0,61.0,56.0,75.0,54.0,69.0,81.0,64.0,67.0,19.0,65.0,57.0,63.0,63.0,19.0,21.0,21.0,15.0,12.0,8.0,15.0,8.0
5559,21,70,3.0,ST,54.0,75.0,73.0,67.0,63.0,68.0,39.0,29.0,34.0,65.0,68.0,74.0,74.0,64.0,58.0,67.0,82.0,69.0,72.0,63.0,42.0,25.0,68.0,57.0,67.0,66.0,28.0,21.0,19.0,13.0,6.0,14.0,10.0,6.0
5561,22,70,3.0,ST,52.0,72.0,70.0,66.0,67.0,64.0,58.0,43.0,49.0,69.0,60.0,66.0,63.0,67.0,61.0,69.0,70.0,69.0,78.0,61.0,40.0,28.0,71.0,56.0,65.0,62.0,26.0,18.0,24.0,14.0,10.0,12.0,14.0,6.0
5565,28,70,4.0,ST,56.0,68.0,58.0,54.0,75.0,66.0,59.0,49.0,46.0,76.0,81.0,78.0,92.0,66.0,77.0,78.0,91.0,62.0,72.0,59.0,74.0,26.0,71.0,60.0,60.0,58.0,16.0,15.0,11.0,9.0,15.0,6.0,8.0,9.0
5587,28,70,3.0,ST,36.0,76.0,62.0,56.0,64.0,72.0,45.0,32.0,32.0,71.0,85.0,82.0,60.0,56.0,75.0,75.0,64.0,65.0,59.0,65.0,36.0,24.0,68.0,56.0,70.0,56.0,25.0,23.0,20.0,7.0,11.0,12.0,11.0,15.0
5588,24,70,4.0,CF,52.0,67.0,64.0,69.0,64.0,74.0,69.0,60.0,57.0,74.0,85.0,88.0,83.0,66.0,79.0,65.0,68.0,69.0,59.0,63.0,60.0,29.0,65.0,66.0,62.0,64.0,48.0,33.0,21.0,12.0,14.0,9.0,8.0,11.0
5589,21,70,3.0,ST,54.0,72.0,66.0,66.0,59.0,66.0,52.0,32.0,59.0,68.0,77.0,69.0,72.0,66.0,62.0,68.0,68.0,72.0,67.0,57.0,58.0,42.0,75.0,62.0,72.0,68.0,20.0,18.0,16.0,15.0,13.0,9.0,9.0,11.0
5595,31,70,4.0,ST,67.0,74.0,72.0,69.0,72.0,58.0,55.0,44.0,59.0,66.0,64.0,66.0,59.0,58.0,69.0,69.0,83.0,54.0,92.0,59.0,68.0,40.0,69.0,67.0,50.0,80.0,21.0,29.0,36.0,9.0,16.0,6.0,9.0,16.0
5598,23,70,2.0,ST,49.0,65.0,69.0,64.0,61.0,63.0,45.0,53.0,51.0,63.0,89.0,90.0,76.0,64.0,71.0,77.0,78.0,76.0,78.0,60.0,79.0,28.0,67.0,55.0,71.0,60.0,39.0,26.0,19.0,15.0,9.0,8.0,14.0,8.0
5606,28,70,3.0,LS,68.0,71.0,69.0,68.0,56.0,69.0,61.0,39.0,63.0,68.0,72.0,74.0,70.0,65.0,64.0,72.0,78.0,61.0,79.0,67.0,68.0,29.0,66.0,63.0,69.0,67.0,33.0,33.0,19.0,13.0,10.0,6.0,15.0,14.0
5607,24,70,2.0,ST,33.0,68.0,66.0,62.0,69.0,68.0,54.0,49.0,52.0,68.0,75.0,74.0,70.0,67.0,67.0,77.0,59.0,50.0,77.0,66.0,77.0,36.0,68.0,58.0,61.0,66.0,32.0,19.0,18.0,11.0,8.0,10.0,13.0,7.0
5609,32,70,3.0,ST,65.0,67.0,65.0,70.0,73.0,72.0,67.0,63.0,54.0,71.0,75.0,68.0,77.0,71.0,73.0,73.0,84.0,64.0,64.0,66.0,52.0,23.0,71.0,59.0,68.0,73.0,28.0,26.0,23.0,13.0,9.0,7.0,13.0,16.0
5615,27,70,3.0,ST,53.0,68.0,78.0,61.0,63.0,65.0,50.0,49.0,54.0,68.0,65.0,73.0,73.0,66.0,65.0,70.0,81.0,64.0,72.0,62.0,67.0,30.0,73.0,58.0,63.0,67.0,20.0,21.0,20.0,8.0,13.0,16.0,10.0,13.0
5621,26,70,3.0,ST,32.0,70.0,69.0,53.0,59.0,68.0,40.0,44.0,40.0,70.0,64.0,72.0,61.0,67.0,53.0,73.0,66.0,69.0,71.0,59.0,52.0,18.0,74.0,54.0,62.0,68.0,16.0,22.0,19.0,16.0,15.0,13.0,8.0,9.0
5622,22,70,3.0,ST,52.0,68.0,72.0,65.0,67.0,64.0,40.0,29.0,38.0,66.0,54.0,68.0,49.0,64.0,31.0,80.0,66.0,32.0,93.0,66.0,70.0,22.0,64.0,65.0,61.0,61.0,28.0,21.0,20.0,9.0,6.0,8.0,9.0,14.0
5626,25,70,4.0,RS,62.0,72.0,51.0,66.0,57.0,71.0,70.0,64.0,49.0,74.0,79.0,86.0,77.0,70.0,69.0,69.0,65.0,67.0,70.0,64.0,50.0,25.0,71.0,72.0,58.0,69.0,53.0,23.0,24.0,6.0,7.0,12.0,10.0,16.0
5643,27,69,3.0,ST,56.0,70.0,66.0,66.0,69.0,69.0,65.0,64.0,41.0,68.0,79.0,74.0,77.0,65.0,80.0,72.0,54.0,72.0,53.0,69.0,58.0,24.0,67.0,65.0,70.0,66.0,13.0,34.0,19.0,16.0,7.0,12.0,10.0,8.0
5646,30,69,3.0,RS,54.0,68.0,58.0,68.0,74.0,67.0,63.0,61.0,43.0,69.0,76.0,71.0,82.0,70.0,84.0,65.0,75.0,61.0,58.0,63.0,43.0,21.0,72.0,68.0,77.0,73.0,19.0,18.0,13.0,12.0,13.0,14.0,11.0,10.0
5652,18,69,3.0,ST,51.0,69.0,65.0,59.0,74.0,69.0,40.0,35.0,40.0,71.0,78.0,76.0,77.0,66.0,60.0,63.0,67.0,66.0,59.0,57.0,41.0,24.0,71.0,59.0,53.0,61.0,27.0,20.0,16.0,7.0,6.0,9.0,7.0,11.0
5653,28,69,3.0,ST,39.0,69.0,56.0,52.0,49.0,65.0,59.0,41.0,41.0,66.0,81.0,84.0,57.0,67.0,61.0,73.0,63.0,70.0,87.0,62.0,48.0,38.0,67.0,46.0,42.0,64.0,27.0,28.0,29.0,11.0,15.0,9.0,15.0,14.0
5655,30,69,3.0,ST,63.0,70.0,58.0,72.0,61.0,71.0,72.0,70.0,68.0,73.0,70.0,65.0,61.0,65.0,71.0,68.0,54.0,62.0,62.0,66.0,53.0,48.0,72.0,73.0,68.0,70.0,42.0,35.0,29.0,9.0,7.0,14.0,7.0,11.0
5671,29,69,4.0,ST,73.0,67.0,61.0,71.0,57.0,70.0,69.0,70.0,66.0,68.0,64.0,67.0,65.0,64.0,60.0,80.0,62.0,70.0,82.0,76.0,78.0,39.0,58.0,67.0,69.0,64.0,47.0,31.0,30.0,9.0,16.0,11.0,11.0,11.0
5672,28,69,3.0,ST,55.0,70.0,73.0,65.0,62.0,62.0,43.0,51.0,36.0,66.0,64.0,73.0,65.0,67.0,59.0,70.0,81.0,64.0,73.0,62.0,71.0,32.0,69.0,61.0,71.0,64.0,19.0,32.0,24.0,14.0,10.0,9.0,12.0,11.0
5674,34,69,3.0,RS,47.0,67.0,74.0,58.0,70.0,63.0,45.0,56.0,54.0,68.0,49.0,54.0,53.0,70.0,40.0,74.0,84.0,75.0,84.0,59.0,78.0,48.0,69.0,68.0,67.0,63.0,55.0,30.0,20.0,11.0,8.0,11.0,7.0,12.0
5680,22,69,3.0,ST,61.0,69.0,57.0,67.0,64.0,74.0,57.0,48.0,50.0,70.0,76.0,78.0,83.0,69.0,87.0,66.0,75.0,70.0,37.0,65.0,33.0,17.0,75.0,69.0,56.0,68.0,16.0,17.0,18.0,7.0,14.0,10.0,11.0,8.0
